title,description,published date,url,publisher
Car show at Barry Apple Festival gets out of hand; Pike County ... - Muddy River News,Car show at Barry Apple Festival gets out of hand; Pike County ...  Muddy River News,"Tue, 03 Oct 2023 12:06:29 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMisAFodHRwczovL211ZGR5cml2ZXJuZXdzLmNvbS90b3Atc3Rvcmllcy9jYXItc2hvdy1hdC1iYXJyeS1hcHBsZS1mZXN0aXZhbC1nZXRzLW91dC1vZi1oYW5kLXBpa2UtY291bnR5LXNoZXJpZmYtZXhwZWN0cy10by1maWxlLWNoYXJnZXMtYWdhaW5zdC1hd2Z1bC1sb3Qtb2YtcGVvcGxlLzIwMjMxMDAzMDcwNjEzL9IBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://muddyrivernews.com', 'title': 'Muddy River News'}"
The LaFayette Apple Festival has brought people ‘back to simpler times’ for 50 years - syracuse.com,The LaFayette Apple Festival has brought people ‘back to simpler times’ for 50 years  syracuse.com,"Tue, 03 Oct 2023 12:00:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LnN5cmFjdXNlLmNvbS9saXZpbmcvMjAyMy8xMC90aGUtbGFmYXlldHRlLWFwcGxlLWZlc3RpdmFsLWhhcy1icm91Z2h0LXBlb3BsZS1iYWNrLXRvLXNpbXBsZXItdGltZXMtZm9yLTUwLXllYXJzLmh0bWzSAY4BaHR0cHM6Ly93d3cuc3lyYWN1c2UuY29tL2xpdmluZy8yMDIzLzEwL3RoZS1sYWZheWV0dGUtYXBwbGUtZmVzdGl2YWwtaGFzLWJyb3VnaHQtcGVvcGxlLWJhY2stdG8tc2ltcGxlci10aW1lcy1mb3ItNTAteWVhcnMuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.syracuse.com', 'title': 'syracuse.com'}"
MicroLED Apple Watch Still on Track for Late 2025 Launch - MacRumors,MicroLED Apple Watch Still on Track for Late 2025 Launch  MacRumors,"Tue, 03 Oct 2023 11:40:54 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAyMy8xMC8wMy9taWNyb2xlZC1hcHBsZS13YXRjaC1zdGlsbC1vbi10cmFjay1mb3ItMjAyNS_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.macrumors.com', 'title': 'MacRumors'}"
"Apple Adopts Tighter Chinese App Store Rules, Closing Foreign ... - MacRumors","Apple Adopts Tighter Chinese App Store Rules, Closing Foreign ...  MacRumors","Tue, 03 Oct 2023 11:30:17 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAyMy8xMC8wMy9hcHBsZS1hZG9wdHMtdGlnaHRlci1jaGluYS1hcHAtc3RvcmUtcnVsZXMv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.macrumors.com', 'title': 'MacRumors'}"
Best AirTag cases and accessories in 2023 - XDA Developers,Best AirTag cases and accessories in 2023  XDA Developers,"Tue, 03 Oct 2023 11:01:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LnhkYS1kZXZlbG9wZXJzLmNvbS9iZXN0LWFpcnRhZy1jYXNlcy1hbmQtYWNjZXNzb3JpZXMv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.xda-developers.com', 'title': 'XDA Developers'}"
Made-in-India iPhones Get Trashed on Chinese Social Media - Bloomberg,Made-in-India iPhones Get Trashed on Chinese Social Media  Bloomberg,"Tue, 03 Oct 2023 11:00:03 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTEwLTAzL21hZGUtaW4taW5kaWEtaXBob25lcy1nZXQtdHJhc2hlZC1vbi1jaGluZXNlLXNvY2lhbC1tZWRpYdIBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
Somfy North America Announces Apple Home Certification for ... - Business Wire,Somfy North America Announces Apple Home Certification for ...  Business Wire,"Tue, 03 Oct 2023 11:00:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIzMTAwMzk4OTM1My9lbi9Tb21meS1Ob3J0aC1BbWVyaWNhLUFubm91bmNlcy1BcHBsZS1Ib21lLUNlcnRpZmljYXRpb24tZm9yLVppZ2JlZSVDMiVBRS0zLjAtUHJvZHVjdHPSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.businesswire.com', 'title': 'Business Wire'}"
"Apple, Google, Amazon face Australian big tech influence probe - AppleInsider","Apple, Google, Amazon face Australian big tech influence probe  AppleInsider","Tue, 03 Oct 2023 10:53:37 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8yMy8xMC8wMy9hcHBsZS1nb29nbGUtYW1hem9uLWZhY2UtYXVzdHJhbGlhbi1iaWctdGVjaC1pbmZsdWVuY2UtcHJvYmXSAWxodHRwczovL2FwcGxlaW5zaWRlci5jb20vYXJ0aWNsZXMvMjMvMTAvMDMvYXBwbGUtZ29vZ2xlLWFtYXpvbi1mYWNlLWF1c3RyYWxpYW4tYmlnLXRlY2gtaW5mbHVlbmNlLXByb2JlL2FtcC8?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://appleinsider.com', 'title': 'AppleInsider'}"
"Apple kills off human support on X, embraces automation - HT Tech","Apple kills off human support on X, embraces automation  HT Tech","Tue, 03 Oct 2023 10:46:49 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMidGh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vdGVjaC9uZXdzL2FwcGxlLWtpbGxzLW9mZi1odW1hbi1zdXBwb3J0LW9uLXgtZW1icmFjZXMtYXV0b21hdGlvbi03MTY5NjMyOTUzODg2Ni5odG1s0gF4aHR0cHM6Ly90ZWNoLmhpbmR1c3RhbnRpbWVzLmNvbS9hbXAvdGVjaC9uZXdzL2FwcGxlLWtpbGxzLW9mZi1odW1hbi1zdXBwb3J0LW9uLXgtZW1icmFjZXMtYXV0b21hdGlvbi03MTY5NjMyOTUzODg2Ni5odG1s?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://tech.hindustantimes.com', 'title': 'HT Tech'}"
McClellan: Bring on the apples | Local News | news-journal.com - Longview News-Journal,McClellan: Bring on the apples | Local News | news-journal.com  Longview News-Journal,"Tue, 03 Oct 2023 10:25:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3Lm5ld3Mtam91cm5hbC5jb20vbmV3cy9sb2NhbC9tY2NsZWxsYW4tYnJpbmctb24tdGhlLWFwcGxlcy9hcnRpY2xlXzdmNTcyMDBhLTYxMmItMTFlZS05MzRkLWZiNWUyNjNhNWEyZS5odG1s0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.news-journal.com', 'title': 'Longview News-Journal'}"
Apple Requires Government Filing for China App Store Amid Stricter ... - Marketscreener.com,Apple Requires Government Filing for China App Store Amid Stricter ...  Marketscreener.com,"Tue, 03 Oct 2023 10:22:08 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svQVBQTEUtSU5DLTQ4NDkvbmV3cy9BcHBsZS1SZXF1aXJlcy1Hb3Zlcm5tZW50LUZpbGluZy1mb3ItQ2hpbmEtQXBwLVN0b3JlLUFtaWQtU3RyaWN0ZXItU3RhdGUtUnVsZXMtNDQ5NzEzMzEv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.marketscreener.com', 'title': 'Marketscreener.com'}"
3 Things About Apple That Smart Investors Know - The Motley Fool,3 Things About Apple That Smart Investors Know  The Motley Fool,"Tue, 03 Oct 2023 09:57:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzEwLzAzLzMtdGhpbmdzLWFib3V0LWFwcGxlLXRoYXQtc21hcnQtaW52ZXN0b3JzLWtub3cv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
Pet lovers preparing for 16th Annual Paws n' Claws Pet Fair in Apple ... - VVdailypress.com,Pet lovers preparing for 16th Annual Paws n' Claws Pet Fair in Apple ...  VVdailypress.com,"Tue, 03 Oct 2023 09:22:30 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy52dmRhaWx5cHJlc3MuY29tL3N0b3J5L25ld3MvMjAyMy8xMC8wMy9wZXQtbG92ZXJzLXByZXBhcmUtZm9yLWFubnVhbC1wYXdzLW4tY2xhd3MtcGV0LWZhaXItaW4tYXBwbGUtdmFsbGV5LzcxMDI5NjAzMDA3L9IBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.vvdailypress.com', 'title': 'VVdailypress.com'}"
Will Apple Release Any New iPads This Year? - MacRumors,Will Apple Release Any New iPads This Year?  MacRumors,"Tue, 03 Oct 2023 09:12:54 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAyMy8xMC8wMi93aWxsLWFwcGxlLXJlbGVhc2UtbmV3LWlwYWRzLXRoaXMteWVhci_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.macrumors.com', 'title': 'MacRumors'}"
Apple enforces new check on apps in China as Beijing tightens ... - Reuters,Apple enforces new check on apps in China as Beijing tightens ...  Reuters,"Tue, 03 Oct 2023 09:09:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvYXBwbGUtZW5mb3JjZXMtbmV3LWNoZWNrLWFwcHMtY2hpbmEtYmVpamluZy10aWdodGVucy1vdmVyc2lnaHQtMjAyMy0xMC0wMy_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
Apple will no longer repair the $17000 gold Apple Watch - Mashable,Apple will no longer repair the $17000 gold Apple Watch  Mashable,"Tue, 03 Oct 2023 09:08:51 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvYXBwbGUtZ29sZC13YXRjaC1kaXNjb250aW51ZWQtcmVwYWly0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://mashable.com', 'title': 'Mashable'}"
Better Buy: Amazon vs. Apple - The Motley Fool,Better Buy: Amazon vs. Apple  The Motley Fool,"Tue, 03 Oct 2023 09:05:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzEwLzAzL2JldHRlci1idXktYW1hem9uLXZzLWFwcGxlL9IBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
"Apple Goes a Step Too Far in Claiming a Carbon Neutral Product, a ... - InsideClimate News","Apple Goes a Step Too Far in Claiming a Carbon Neutral Product, a ...  InsideClimate News","Tue, 03 Oct 2023 09:00:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vaW5zaWRlY2xpbWF0ZW5ld3Mub3JnL25ld3MvMDMxMDIwMjMvYXBwbGUtY2xhaW0tY2FyYm9uLW5ldXRyYWwtd2F0Y2gtZHJhd3Mtc2tlcHRpY2lzbS_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://insideclimatenews.org', 'title': 'InsideClimate News'}"
Best Apple Watch Prime Day deals: Record low Series 8 and more - Mashable,Best Apple Watch Prime Day deals: Record low Series 8 and more  Mashable,"Tue, 03 Oct 2023 09:00:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvYmVzdC1wcmltZS1kYXktYXBwbGUtd2F0Y2gtZGVhbHMtMjAyM9IBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://mashable.com', 'title': 'Mashable'}"
Still Up Season 1 Episode 6 Release Date & Time on Apple TV Plus - ComingSoon.net,Still Up Season 1 Episode 6 Release Date & Time on Apple TV Plus  ComingSoon.net,"Tue, 03 Oct 2023 08:53:56 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmNvbWluZ3Nvb24ubmV0L2d1aWRlcy9uZXdzLzEzNTU3MzMtc3RpbGwtdXAtc2Vhc29uLTEtZXBpc29kZS02LXJlbGVhc2UtZGF0ZS10aW1lLW9uLWFwcGxlLXR2LXBsdXPSAXFodHRwczovL3d3dy5jb21pbmdzb29uLm5ldC9ndWlkZXMvbmV3cy8xMzU1NzMzLXN0aWxsLXVwLXNlYXNvbi0xLWVwaXNvZGUtNi1yZWxlYXNlLWRhdGUtdGltZS1vbi1hcHBsZS10di1wbHVzP2FtcA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.comingsoon.net', 'title': 'ComingSoon.net'}"
Dutch regulator ACM rejects Apple's objection to $53m penalty - Retail Insight Network,Dutch regulator ACM rejects Apple's objection to $53m penalty  Retail Insight Network,"Tue, 03 Oct 2023 08:38:44 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LnJldGFpbC1pbnNpZ2h0LW5ldHdvcmsuY29tL25ld3MvYXBwbGUtYWNtLWZpbmUtbmV0aGVybGFuZHMv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.retail-insight-network.com', 'title': 'Retail Insight Network'}"
"Spotify criticizes Apple once again, but what is their purpose? - Softonic EN","Spotify criticizes Apple once again, but what is their purpose?  Softonic EN","Tue, 03 Oct 2023 08:35:20 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vZW4uc29mdG9uaWMuY29tL2FydGljbGVzL3Nwb3RpZnktcmV2aWV3LWFwcGxl0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://en.softonic.com', 'title': 'Softonic EN'}"
The Changeling Season 1 Episode 8 Release Date & Time on Apple TV Plus - ComingSoon.net,The Changeling Season 1 Episode 8 Release Date & Time on Apple TV Plus  ComingSoon.net,"Tue, 03 Oct 2023 07:56:53 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmNvbWluZ3Nvb24ubmV0L2d1aWRlcy9uZXdzLzEzNTU1OTAtdGhlLWNoYW5nZWxpbmctc2Vhc29uLTEtZXBpc29kZS04LXJlbGVhc2UtZGF0ZS10aW1lLW9uLWFwcGxlLXR2LXBsdXPSAXdodHRwczovL3d3dy5jb21pbmdzb29uLm5ldC9ndWlkZXMvbmV3cy8xMzU1NTkwLXRoZS1jaGFuZ2VsaW5nLXNlYXNvbi0xLWVwaXNvZGUtOC1yZWxlYXNlLWRhdGUtdGltZS1vbi1hcHBsZS10di1wbHVzP2FtcA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.comingsoon.net', 'title': 'ComingSoon.net'}"
All-new thriller spy game Cypher 007 debuts on Apple Arcade - Deccan Herald,All-new thriller spy game Cypher 007 debuts on Apple Arcade  Deccan Herald,"Tue, 03 Oct 2023 07:11:28 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmRlY2NhbmhlcmFsZC5jb20vdGVjaG5vbG9neS9nYWRnZXRzL2FsbC1uZXctY3lwaGVyLTAwNy10aHJpbGxlci1zcHktZ2FtZS1kZWJ1dHMtb24tYXBwbGUtYXJjYWRlLTI3MTAyODXSAYEBaHR0cHM6Ly93d3cuZGVjY2FuaGVyYWxkLmNvbS9hbXAvc3RvcnkvdGVjaG5vbG9neSUyRmdhZGdldHMlMkZhbGwtbmV3LWN5cGhlci0wMDctdGhyaWxsZXItc3B5LWdhbWUtZGVidXRzLW9uLWFwcGxlLWFyY2FkZS0yNzEwMjg1?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.deccanherald.com', 'title': 'Deccan Herald'}"
Why hasn't my apple tree produced much fruit this year? - The Independent,Why hasn't my apple tree produced much fruit this year?  The Independent,"Tue, 03 Oct 2023 06:25:13 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL2xpZmUtc3R5bGUvYXBwbGUtdHJlZS1mcnVpdC1vY3RvYmVyLWdyb3dpbmctYWR2aWNlLWIyNDIyODg0Lmh0bWzSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.independent.co.uk', 'title': 'The Independent'}"
"The Apple AirPods Pro 2 Fell Out Of My Ears When I Ran, Here Are ... - Coach","The Apple AirPods Pro 2 Fell Out Of My Ears When I Ran, Here Are ...  Coach","Tue, 03 Oct 2023 06:00:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5jb2FjaHdlYi5jb20vZ2Vhci9zcG9ydHMtaGVhZHBob25lcy90aGUtYXBwbGUtYWlycG9kcy1wcm8tMi1mZWxsLW91dC1vZi1teS1lYXJzLXdoZW4taS1yYW4taGVyZS1hcmUtdHdvLXdheXMtaS1maXhlZC1pdNIBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.coachweb.com', 'title': 'Coach'}"
New Apple Watch Ultra 2 Drops to Lowest Price Yet at $774 Shipped - OPP.Today,New Apple Watch Ultra 2 Drops to Lowest Price Yet at $774 Shipped  OPP.Today,"Tue, 03 Oct 2023 04:34:59 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3Lm9wcC50b2RheS82Zy9hcHBsZS13YXRjaC11bHRyYS0yLWFsbC10aW1lLWxvdy1iZWF0cy1zdHVkaW8tcHJvLTEwMC1vZmYtbW9yZS05dG81bWFjLzEwNTUwMC_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.opp.today', 'title': 'OPP.Today'}"
Learn more about your Apple/iOS device at the library Saturday - Santa Maria Times,Learn more about your Apple/iOS device at the library Saturday  Santa Maria Times,"Tue, 03 Oct 2023 04:30:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMilwFodHRwczovL3NhbnRhbWFyaWF0aW1lcy5jb20vbmV3cy9sb2NhbC9sZWFybi1tb3JlLWFib3V0LXlvdXItYXBwbGUtaW9zLWRldmljZS1hdC10aGUtbGlicmFyeS1zYXR1cmRheS9hcnRpY2xlXzM0MWU1ZDU2LWU3OTAtNTFjOC1hMWY0LWNjMTdlMGUyNjY1MS5odG1s0gGbAWh0dHBzOi8vc2FudGFtYXJpYXRpbWVzLmNvbS9uZXdzL2xvY2FsL2xlYXJuLW1vcmUtYWJvdXQteW91ci1hcHBsZS1pb3MtZGV2aWNlLWF0LXRoZS1saWJyYXJ5LXNhdHVyZGF5L2FydGljbGVfMzQxZTVkNTYtZTc5MC01MWM4LWExZjQtY2MxN2UwZTI2NjUxLmFtcC5odG1s?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://santamariatimes.com', 'title': 'Santa Maria Times'}"
FDA increases enforcement on imported seafood and apple juice - Food Safety News,FDA increases enforcement on imported seafood and apple juice  Food Safety News,"Tue, 03 Oct 2023 04:04:13 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3LmZvb2RzYWZldHluZXdzLmNvbS8_cD0yMzI2NDXSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.foodsafetynews.com', 'title': 'Food Safety News'}"
Apple Opens Up (To Devour) Podcast Subscrips; Roblox Is Out Of ... - AdExchanger,Apple Opens Up (To Devour) Podcast Subscrips; Roblox Is Out Of ...  AdExchanger,"Tue, 03 Oct 2023 04:03:13 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmFkZXhjaGFuZ2VyLmNvbS9tYXJrZXRlcnMvdHVlc2RheS0wMzEwMjAyMy_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.adexchanger.com', 'title': 'AdExchanger'}"
"Apple is done with the $17,000 gold Apple Watch Edition - Digital Trends","Apple is done with the $17,000 gold Apple Watch Edition  Digital Trends","Tue, 03 Oct 2023 03:45:44 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmRpZ2l0YWx0cmVuZHMuY29tL21vYmlsZS9hcHBsZS1pcy1kb25lLXdpdGgtZ29sZC1hcHBsZS13YXRjaC1lZGl0aW9uL9IBVWh0dHBzOi8vd3d3LmRpZ2l0YWx0cmVuZHMuY29tL21vYmlsZS9hcHBsZS1pcy1kb25lLXdpdGgtZ29sZC1hcHBsZS13YXRjaC1lZGl0aW9uLz9hbXA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.digitaltrends.com', 'title': 'Digital Trends'}"
CMI Orchards to Showcase New KIKU® Apple Branding at Global ... - And Now U Know,CMI Orchards to Showcase New KIKU® Apple Branding at Global ...  And Now U Know,"Tue, 03 Oct 2023 03:37:35 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMilwFodHRwczovL20uYW5kbm93dWtub3cuY29tL3F1aWNrLWRpc2gvY21pLW9yY2hhcmRzLXNob3djYXNlLW5ldy1raWt1LWFwcGxlLWJyYW5kaW5nLWdsb2JhbC1wcm9kdWNlLWZsb3JhbC1zaG93LXJvY2hlbGxlLWJvaG0tbG9yZW4tZm9zcy9hbm5lLWFsbGVuLzg2OTM40gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://m.andnowuknow.com', 'title': 'And Now U Know'}"
'You're the future of tech': Apple co-founder Steve Wozniak visits ... - KAKE,'You're the future of tech': Apple co-founder Steve Wozniak visits ...  KAKE,"Tue, 03 Oct 2023 02:51:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lmtha2UuY29tL3N0b3J5LzQ5NzU5NDI0L3lvdXJlLXRoZS1mdXR1cmUtb2YtdGVjaC1hcHBsZS1jb2ZvdW5kZXItc3RldmUtd296bmlhay12aXNpdHMtd2ljaGl0YdIBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.kake.com', 'title': 'KAKE'}"
Cook the 'perfect' lasagna and other recipes from 'Lessons in Chemistry' on Apple TV+ - AppleInsider,Cook the 'perfect' lasagna and other recipes from 'Lessons in Chemistry' on Apple TV+  AppleInsider,"Tue, 03 Oct 2023 01:56:53 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMie2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8yMy8xMC8wMy9jb29rLXRoZS1wZXJmZWN0LWxhc2FnbmEtYW5kLW90aGVyLXJlY2lwZXMtZnJvbS1sZXNzb25zLWluLWNoZW1pc3RyeS1vbi1hcHBsZS10dtIBgAFodHRwczovL2FwcGxlaW5zaWRlci5jb20vYXJ0aWNsZXMvMjMvMTAvMDMvY29vay10aGUtcGVyZmVjdC1sYXNhZ25hLWFuZC1vdGhlci1yZWNpcGVzLWZyb20tbGVzc29ucy1pbi1jaGVtaXN0cnktb24tYXBwbGUtdHYvYW1wLw?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://appleinsider.com', 'title': 'AppleInsider'}"
Extension fruit specialist discusses Iowa apple harvest - High Plains Journal,Extension fruit specialist discusses Iowa apple harvest  High Plains Journal,"Tue, 03 Oct 2023 00:15:52 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vaHBqLmNvbS8yMDIzLzEwLzAyL2V4dGVuc2lvbi1mcnVpdC1zcGVjaWFsaXN0LWRpc2N1c3Nlcy1pb3dhLWFwcGxlLWhhcnZlc3Qv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://hpj.com', 'title': 'High Plains Journal'}"
Gallery: Apple Harvest Festival brings thousands for fall celebration - The Ithaca Voice,Gallery: Apple Harvest Festival brings thousands for fall celebration  The Ithaca Voice,"Tue, 03 Oct 2023 00:05:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vaXRoYWNhdm9pY2Uub3JnLzIwMjMvMTAvZ2FsbGVyeS1hcHBsZS1oYXJ2ZXN0LWZlc3RpdmFsLWJyaW5ncy10aG91c2FuZHMtZm9yLWZhbGwtY2VsZWJyYXRpb24v0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://ithacavoice.org', 'title': 'The Ithaca Voice'}"
"Get Up to $1,000 Off Right Now With Early Prime Day iPad Deals - AppleInsider","Get Up to $1,000 Off Right Now With Early Prime Day iPad Deals  AppleInsider","Thu, 05 Oct 2023 23:26:43 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMibWh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8yMy8xMC8wNS9lYXJseS1vY3RvYmVyLXByaW1lLWRheS0yMDIzLWlwYWQtZGVhbHMtYXBwbGUtcGVuY2lsLWlwYWRzLWZyb20tODnSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://appleinsider.com', 'title': 'AppleInsider'}"
